pickup_datetime,dropoff_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_distance_miles,fare_amount_usd,passenger_count,payment_type
2023-01-22 20:44:00,2023-01-22 20:52:00,40.750551,-73.87748,40.771215,-73.89019,2.68,14.011829999999998,4.0,credit_card
2023-02-06 06:47:00,2023-02-06 07:12:00,40.787186,-73.786935,40.771507,-73.760812,3.36,18.08,5.0,credit_card
2023-02-18 18:30:00,2023-02-18 18:43:00,40.634686,-73.884103,40.636386,-73.875804,0.93,4.455500000000001,4.0,cash
2023-02-06 12:50:00,2023-02-06 13:09:00,40.695186,-73.844361,40.714848,-73.873762,3.9,13.7544,3.0,credit_card
2023-01-09 02:36:00,2023-01-09 03:27:00,40.724448,-73.845551,40.702361,-73.869378,3.58,18.0186,4.0,cash
2023-02-04 10:01:00,2023-02-04 10:29:00,40.859893,-73.70704,40.865664,-73.701468,0.88,5.72,1.0,credit_card
2023-02-05 13:34:00,2023-02-05 13:54:00,40.675137,-73.816048,40.695368,-73.840344,3.49,13.7544,1.0,credit_card
2023-01-28 16:59:00,2023-01-28 17:31:00,40.74491,-73.966081,40.760778,-73.951208,2.4,15.3046,1.0,credit_card
2023-02-15 16:32:00,2023-02-15 17:02:00,40.895668,-74.044681,40.918737,-74.034363,2.79,11.6242,3.0,credit_card
2023-01-18 21:55:00,2023-01-18 22:49:00,40.755846,-73.973461,40.727799,-73.992221,3.72,13.7544,3.0,credit_card
2023-01-27 08:53:00,2023-01-27 09:32:00,40.783868,-73.890568,40.795356,-73.882353,1.56,10.2277,5.0,cash
2023-02-23 07:59:00,2023-02-23 08:45:00,40.847902,-73.765686,40.851323,-73.780906,1.72,12.17,4.0,credit_card
2023-01-22 09:06:00,2023-01-22 09:41:00,40.76352,-74.018816,40.758732,-74.033738,1.73,9.876599999999998,4.0,credit_card
2023-01-31 19:01:00,2023-01-31 19:10:00,40.702829,-73.716796,40.715081,-74.02398,2.77,17.0628,4.0,cash
2023-02-01 22:19:00,2023-02-01 22:29:00,40.691236,-73.86539,40.711661,-73.871616,2.35,11.67,2.0,cash
2023-02-15 02:29:00,2023-02-15 02:38:00,40.725107,-73.841259,40.75185,-73.841542,2.95,18.756899999999998,1.0,credit_card
2023-02-12 21:21:00,2023-02-12 22:08:00,40.80439,-73.90823,40.807096,-73.898551,1.11,6.84,4.0,cash
2023-01-10 06:58:00,2023-01-10 07:01:00,40.862637,-73.822675,40.851603,-73.799697,2.81,13.7544,5.0,dispute
2023-01-03 02:32:00,2023-01-03 03:03:00,40.753127,-73.745036,40.746528,-73.747666,2.605148148148148,9.4761,3.0,credit_card
2023-02-19 00:47:00,2023-02-19 01:32:00,40.800794,-73.814122,40.82273,-73.804828,2.63,13.7544,4.0,credit_card
2023-02-13 16:17:00,2023-02-13 16:56:00,40.775781,-73.710466,40.7602,-73.704655,1.83,17.30547,1.0,credit_card
2023-01-15 15:27:00,2023-01-15 16:07:00,40.787471,-73.804607,40.810467,-73.830278,3.8,20.0718,1.0,credit_card
2023-01-13 14:54:00,2023-01-13 15:09:00,40.802407,-73.762398,40.775877,-73.754424,3.06,15.241800000000001,5.0,credit_card
2023-01-19 21:07:00,2023-01-19 21:44:00,40.829105,-73.820837,40.852108,-73.844445,3.64,16.625,2.0,credit_card
2023-01-11 18:11:00,2023-01-11 18:19:00,40.658267,-73.755164,40.661947,-73.741905,1.52,13.7544,2.0,credit_card
2023-01-24 02:45:00,2023-01-24 02:56:00,40.771737,-73.83504,40.800576,-73.817893,3.7,19.0216,3.0,credit_card
2023-01-31 06:03:00,2023-01-31 07:01:00,40.628714,-74.015585,40.655795,-74.010184,3.05,11.5444,2.0,credit_card
2023-02-04 22:26:00,2023-02-04 22:33:00,40.604839,-74.043085,40.582847,-74.02398,3.21,17.22177,5.0,credit_card
2023-02-04 22:26:00,2023-02-04 22:33:00,40.604839,-74.043085,40.582847,-74.02398,0.5882592592592593,17.22177,5.0,credit_card
2023-01-19 20:00:00,2023-01-19 20:45:00,40.600628,-74.043085,40.582847,-74.02398,0.38,6.407399999999999,5.0,credit_card
2023-01-20 21:18:00,2023-01-20 21:33:00,40.600628,-74.043085,40.582847,-74.02398,0.55,7.6582,5.0,credit_card
2023-02-03 11:55:00,2023-02-03 12:41:00,40.647688,-73.934752,40.623802,-73.913932,3.49,13.07,5.0,credit_card
2023-02-12 11:43:00,2023-02-12 12:40:00,40.645921,-73.942461,40.616601,-73.956741,3.6,13.7544,5.0,credit_card
2023-02-26 01:39:00,2023-02-26 02:19:00,40.808659,-73.787108,40.779635,-73.797503,3.4,17.38917,5.0,credit_card
2023-02-25 00:44:00,2023-02-25 01:22:00,40.69563,-73.784481,40.709878,-73.808679,3.1,12.901,4.0,credit_card
2023-02-27 23:06:00,2023-02-27 23:35:00,40.807591,-73.798432,40.804438,-73.787524,1.25,11.410599999999999,4.0,credit_card
2023-01-01 13:26:00,2023-01-01 14:16:00,40.766315,-74.014586,40.765749,-74.031807,1.9,12.62,3.0,credit_card
2023-03-01 19:58:00,2023-03-01 20:58:00,40.716685,-73.869342,40.701899,-73.848148,2.85,10.427200000000001,1.0,cash
2023-02-27 21:38:00,2023-02-27 22:03:00,40.87754,-73.85477,40.87999,-73.848154,0.78,13.942079999999997,2.0,cash
2023-02-20 16:26:00,2023-02-20 16:41:00,40.852501,-73.789318,40.830133,-73.764636,3.67,18.980189999999997,3.0,credit_card
2023-01-16 23:30:00,2023-01-16 23:57:00,40.707219,-73.733888,40.687032,-73.760228,3.66,14.39,4.0,credit_card
2023-03-01 06:43:00,2023-03-01 07:30:00,40.613077,-73.920836,40.632136,-73.891334,3.87,14.219,5.0,credit_card
2023-02-20 07:59:00,2023-02-20 08:22:00,40.69143,-73.899968,40.663076,-73.9061,3.2,14.390600000000001,5.0,credit_card
2023-01-26 00:28:00,2023-01-26 01:05:00,40.719456,-73.793531,40.744417,-73.790792,2.77,15.494500000000002,1.0,credit_card
2023-02-09 00:34:00,2023-02-09 01:32:00,40.811488,-73.818077,40.801779,-73.809453,1.43,11.504999999999999,1.0,cash
2023-01-08 08:41:00,2023-01-08 09:26:00,40.898608,-73.854746,40.582847,-73.855629,2.86,14.9625,2.0,credit_card
2023-02-07 15:17:00,2023-02-07 15:42:00,40.706774,-73.927451,40.680596,-73.925778,2.89,13.565999999999999,5.0,credit_card
2023-02-11 23:07:00,2023-02-11 23:24:00,40.828764,-73.981627,40.817526,-73.986597,1.36,8.1892,4.0,cash
2023-01-23 21:15:00,2023-01-23 21:53:00,40.777953,-73.985667,40.783543,-74.004454,2.16,11.1986,2.0,credit_card
2023-01-04 00:36:00,2023-01-04 01:26:00,40.807511,-74.021446,40.833779,-73.993279,4.25,15.9064,1.0,credit_card
2023-01-10 16:58:00,2023-01-10 17:43:00,40.645338,-74.02158,40.620738,-74.003514,3.37,13.7544,2.0,cash
2023-01-04 09:30:00,2023-01-04 10:00:00,40.719663,-73.753971,40.738214,-73.748097,2.15,17.6544,5.0,credit_card
2023-02-02 03:25:00,2023-02-02 04:20:00,40.672257,-73.915715,40.679038,-73.94232,3.03,17.724149999999998,4.0,no_charge
2023-02-15 16:33:00,2023-02-15 16:49:00,40.753938,-73.736251,40.783477,-73.761607,4.29,18.5269,2.0,credit_card
2023-02-02 20:24:00,2023-02-02 21:12:00,40.799987,-73.971855,40.789252,-73.954924,2.21,12.2,3.0,credit_card
2023-02-02 20:24:00,2023-02-02 21:12:00,40.799987,-73.971855,40.789252,-73.954924,2.21,12.2,3.0,credit_card
2023-01-24 14:28:00,2023-01-24 15:07:00,40.631773,-73.956156,40.623384,-73.982627,3.06,10.8129,2.0,credit_card
2023-02-24 00:31:00,2023-02-24 01:12:00,40.600628,-74.043085,40.582847,-74.02398,1.75,11.69,2.0,cash
2023-01-13 21:19:00,2023-01-13 22:12:00,40.696594,-73.711375,40.704099,-74.02398,2.43,12.5286,4.0,credit_card
2023-01-02 17:09:00,2023-01-02 17:53:00,40.798469,-74.010611,40.787174,-74.013626,1.29,7.514500000000001,4.0,credit_card
2023-02-23 12:03:00,2023-02-23 12:41:00,40.853952,-73.797243,40.866331,-73.793968,1.41,7.8337,1.0,credit_card
2023-01-25 23:08:00,2023-01-25 23:52:00,40.765977,-73.723769,40.740905,-73.703514,3.55,13.7544,1.0,credit_card
2023-01-16 07:23:00,2023-01-16 07:30:00,40.856336,-73.8162,40.838024,-73.787958,3.71,17.9478,3.0,credit_card
2023-01-13 19:29:00,2023-01-13 20:05:00,40.695036,-73.965144,40.710014,-73.987356,2.95,16.2486,2.0,cash
2023-01-13 00:05:00,2023-01-13 01:01:00,40.706279,-73.814125,40.733153,-73.792276,3.82,18.6732,3.0,credit_card
2023-01-03 18:45:00,2023-01-03 19:38:00,40.651325,-73.804695,40.667447,-73.793982,2.13,13.07682,1.0,credit_card
2023-02-27 08:13:00,2023-02-27 08:34:00,40.848734,-73.889584,40.829106,-73.903242,2.64,14.0656,5.0,cash
2023-01-27 00:02:00,2023-01-27 00:15:00,40.600628,-74.043085,40.582847,-74.02398,1.0924814814814814,13.11867,4.0,cash
2023-02-18 04:57:00,2023-02-18 05:25:00,40.765711,-73.806965,40.775982,-73.830294,2.81,21.617909999999995,5.0,credit_card
2023-02-25 12:05:00,2023-02-25 13:02:00,40.773565,-73.736793,40.762132,-73.765072,3.36,14.88,2.0,unknown
2023-02-15 20:52:00,2023-02-15 20:55:00,40.75646,-73.786378,40.750869,-73.772459,1.65,10.56,3.0,credit_card
2023-02-04 11:36:00,2023-02-04 12:06:00,40.600806,-73.867898,40.586155,-73.854454,2.19,9.07,3.0,credit_card
2023-02-04 16:16:00,2023-02-04 17:13:00,40.896504,-73.875459,40.898557,-73.863802,1.31,8.9,5.0,cash
2023-01-04 10:47:00,2023-01-04 11:45:00,40.871602,-73.891195,40.893771,-73.868128,3.53,19.529,4.0,cash
2023-02-25 08:58:00,2023-02-25 09:49:00,40.662291,-74.042424,40.646672,-74.055225,2.23,17.33337,3.0,credit_card
2023-01-30 22:55:00,2023-01-30 23:07:00,40.687747,-73.862701,40.689519,-73.867283,0.54,13.718789999999998,3.0,no_charge
2023-02-01 19:50:00,2023-02-01 19:54:00,40.756003,-73.901959,40.765903,-73.916925,0.3361481481481481,10.265999999999998,4.0,cash
2023-02-28 05:21:00,2023-02-28 05:24:00,40.895089,-74.008326,40.880268,-74.000105,1.87,18.784799999999997,5.0,credit_card
2023-02-08 14:19:00,2023-02-08 15:11:00,40.677263,-73.892727,40.681299,-73.89826,0.76,8.88,4.0,cash
2023-02-27 06:59:00,2023-02-27 07:59:00,40.769308,-74.03603,40.78882,-74.009923,3.59,15.2817,3.0,cash
2023-01-08 13:46:00,2023-01-08 14:21:00,40.600628,-74.043085,40.582847,-74.02398,1.8,16.28667,5.0,cash
2023-02-10 18:24:00,2023-02-10 18:54:00,40.718311,-73.917658,40.742242,-73.892599,3.82,20.57121,5.0,credit_card
2023-01-24 02:03:00,2023-01-24 02:11:00,40.819322,-73.916262,40.838796,-73.902434,2.63,17.766,1.0,credit_card
2023-01-17 11:03:00,2023-01-17 11:31:00,40.648321,-74.032106,40.641965,-74.005787,2.99,15.81219,5.0,credit_card
2023-02-15 03:08:00,2023-02-15 03:12:00,40.78021,-73.900665,40.799018,-73.885203,2.69,14.73,4.0,cash
2023-02-21 13:31:00,2023-02-21 13:39:00,40.859759,-74.044489,40.880714,-74.061008,2.94,21.757409999999997,1.0,cash
2023-02-28 20:03:00,2023-02-28 20:50:00,40.895056,-74.039467,40.881956,-74.028087,1.91,12.395600000000002,1.0,cash
2023-01-21 00:51:00,2023-01-21 01:06:00,40.62381,-73.931315,40.600719,-73.947009,3.08,17.310599999999997,3.0,credit_card
2023-01-30 07:54:00,2023-01-30 08:33:00,40.728504,-73.762661,40.704559,-73.775224,2.98,21.897,4.0,credit_card
2023-03-01 21:41:00,2023-03-01 22:33:00,40.600628,-74.043085,40.582847,-74.02398,3.12,13.39,5.0,credit_card
2023-01-02 06:59:00,2023-01-02 07:06:00,40.764329,-73.992873,40.774616,-73.996832,1.22,10.749799999999999,3.0,credit_card
2023-01-18 17:35:00,2023-01-18 17:51:00,40.627998,-73.791027,40.621401,-73.766599,2.79,15.7605,5.0,credit_card
2023-01-18 11:30:00,2023-01-18 11:36:00,40.689058,-73.791597,40.705873,-73.786009,1.95,12.93,2.0,credit_card
2023-01-30 03:28:00,2023-01-30 03:37:00,40.770701,-73.926916,40.794253,-73.919515,2.72,13.298599999999999,5.0,credit_card
2023-01-27 12:20:00,2023-01-27 13:08:00,40.737224,-73.926703,40.74573,-73.936211,4.033777777777778,10.826200000000002,2.0,credit_card
2023-01-18 14:34:00,2023-01-18 14:45:00,40.826058,-73.769274,40.849585,-73.749094,3.42,16.359,4.0,credit_card
2023-01-18 14:34:00,2023-01-18 14:45:00,40.826058,-73.769274,40.849585,-73.749094,3.42,13.7544,4.0,credit_card
2023-02-14 07:00:00,2023-02-14 07:10:00,40.822559,-73.910652,40.84457,-73.935307,3.65,18.86,2.0,credit_card
2023-02-14 12:14:00,2023-02-14 12:37:00,40.614574,-73.795483,40.600872,-73.81236,2.4,13.88,4.0,credit_card
2023-01-28 03:46:00,2023-01-28 04:20:00,40.812609,-73.846607,40.817922,-73.870964,2.75,11.717300000000002,1.0,unknown
2023-02-20 01:46:00,2023-02-20 02:21:00,40.851773,-73.92248,40.837503,-73.900451,2.89,14.54,4.0,unknown
2023-02-26 15:45:00,2023-02-26 15:57:00,40.649781,-74.021998,40.658051,-74.035674,1.76,13.472900000000001,1.0,cash
2023-02-26 15:47:00,2023-02-26 16:40:00,40.834299,-74.009356,40.858128,-73.979672,4.2,16.626199999999997,2.0,credit_card
2023-02-06 05:21:00,2023-02-06 06:02:00,40.685961,-73.738654,40.684949,-73.75954,2.31,9.1371,1.0,dispute
2023-02-15 00:14:00,2023-02-15 01:10:00,40.691941,-73.891681,40.711415,-73.902231,2.44,10.336799999999998,4.0,credit_card
2023-01-29 13:56:00,2023-01-29 14:21:00,40.633418,-73.922636,40.655446,-73.914513,2.59,16.46811,3.0,credit_card
2023-01-09 06:34:00,2023-01-09 07:05:00,40.799462,-73.962516,40.826114,-73.962828,2.94,12.51,3.0,credit_card
2023-01-10 07:48:00,2023-01-10 08:20:00,40.866357,-73.927311,40.855161,-73.947482,2.54,14.77944,4.0,credit_card
2023-02-16 12:50:00,2023-02-16 13:22:00,40.808893,-73.92992,40.821472,-73.912464,2.37,19.943189999999998,3.0,credit_card
2023-02-16 12:50:00,2023-02-16 13:22:00,40.808893,-73.92992,40.821472,-73.912464,2.37,19.943189999999998,3.0,credit_card
2023-01-14 13:56:00,2023-01-14 14:22:00,40.732098,-73.826925,40.751252,-73.836944,2.38,13.7544,1.0,credit_card
2023-01-05 12:41:00,2023-01-05 13:22:00,40.731464,-74.045542,40.70892,-74.030355,3.0,13.7544,1.0,dispute
2023-02-13 20:38:00,2023-02-13 21:21:00,40.829529,-73.782856,40.824396,-73.777888,0.79,11.834729999999999,3.0,credit_card
2023-01-03 21:44:00,2023-01-03 21:59:00,40.769693,-73.904255,40.752088,-73.897255,2.09,11.8708,3.0,credit_card
2023-01-24 12:15:00,2023-01-24 13:15:00,40.625471,-73.898716,40.640265,-73.909199,2.0,7.67,5.0,credit_card
2023-01-15 19:01:00,2023-01-15 19:45:00,40.774801,-73.88161,40.769156,-73.907107,2.88,17.6646,1.0,credit_card
2023-01-22 07:39:00,2023-01-22 08:08:00,40.844453,-73.892776,40.814461,-73.887056,3.37,19.0988,1.0,credit_card
2023-01-23 10:03:00,2023-01-23 10:38:00,40.70112,-73.875885,40.686878,-73.861275,2.25,13.2868,1.0,credit_card
2023-02-06 16:11:00,2023-02-06 16:56:00,40.878273,-73.928933,40.860471,-73.92437,2.03,13.44,1.0,credit_card
2023-01-01 07:05:00,2023-01-01 07:59:00,40.825215,-73.891329,40.799701,-73.885259,2.89,15.7412,2.0,credit_card
2023-01-04 00:22:00,2023-01-04 00:59:00,40.772219,-73.908372,40.774068,-73.896527,1.32,9.91,3.0,credit_card
2023-02-15 13:48:00,2023-02-15 13:55:00,40.825493,-73.868615,40.81571,-73.895927,3.2,13.23,3.0,cash
2023-01-11 13:01:00,2023-01-11 13:38:00,40.623745,-73.831856,40.606881,-73.848435,2.61,13.88,4.0,cash
2023-02-25 01:02:00,2023-02-25 01:29:00,40.857817,-73.965636,40.884017,-73.958804,2.99,13.645800000000001,5.0,cash
2023-01-27 01:13:00,2023-01-27 01:16:00,40.846451,-73.872047,40.835878,-73.89391,0.2521111111111111,15.18417,2.0,credit_card
2023-01-10 01:47:00,2023-01-10 02:24:00,40.872961,-73.841882,40.850624,-73.855665,2.89,19.31517,2.0,dispute
2023-02-14 23:40:00,2023-02-15 00:07:00,40.638589,-74.044068,40.63998,-74.071367,3.01,11.4696,2.0,credit_card
2023-02-19 02:05:00,2023-02-19 02:44:00,40.624534,-73.867827,40.648074,-73.88491,3.21,13.7544,2.0,cash
2023-01-28 12:37:00,2023-01-28 13:26:00,40.641525,-73.966247,40.658202,-73.995551,3.72,15.99,5.0,unknown
2023-01-23 09:55:00,2023-01-23 09:59:00,40.719814,-73.908412,40.698705,-73.889313,3.14,13.7544,1.0,credit_card
2023-02-26 12:01:00,2023-02-26 12:12:00,40.768666,-73.935818,40.752896,-73.933016,1.77,7.6608,2.0,credit_card
2023-02-02 20:33:00,2023-02-02 21:12:00,40.636673,-73.880874,40.662331,-73.910537,4.33,13.48,1.0,credit_card
2023-01-10 13:47:00,2023-01-10 14:28:00,40.66042,-74.041341,40.647177,-74.020333,2.74,15.481599999999998,5.0,credit_card
2023-01-11 12:17:00,2023-01-11 12:47:00,40.843493,-73.941937,40.823656,-73.971933,3.97,13.7544,2.0,cash
2023-02-05 09:03:00,2023-02-05 09:35:00,40.740396,-73.826098,40.737703,-73.808859,1.92,9.0506,5.0,cash
2023-02-04 14:15:00,2023-02-04 14:45:00,40.842381,-73.939693,40.849088,-73.956556,2.0,10.277800000000001,4.0,credit_card
2023-02-01 11:37:00,2023-02-01 12:32:00,40.602228,-73.977971,40.581739,-73.958759,3.1,13.25,1.0,credit_card
2023-02-16 06:02:00,2023-02-16 06:15:00,40.765478,-73.948271,40.736948,-73.970523,3.99,19.3992,1.0,credit_card
2023-01-24 18:04:00,2023-01-24 18:13:00,40.87958,-73.715968,40.855266,-73.713127,2.7,14.67,5.0,credit_card
2023-02-06 23:24:00,2023-02-06 23:46:00,40.774653,-74.019619,40.78371,-74.047852,3.27,18.809199999999997,3.0,credit_card
2023-02-03 18:39:00,2023-02-03 19:14:00,40.661829,-73.887825,40.641636,-73.884546,2.26,17.69625,3.0,credit_card
2023-02-08 13:36:00,2023-02-08 13:53:00,40.815327,-74.029565,40.800858,-74.051584,2.91,19.8036,4.0,credit_card
2023-01-05 12:28:00,2023-01-05 12:53:00,40.713696,-73.86147,40.724239,-73.843103,2.34,14.332859999999998,5.0,credit_card
2023-02-16 20:35:00,2023-02-16 20:59:00,40.800515,-73.998887,40.822797,-74.014713,3.01,13.758799999999999,5.0,credit_card
2023-02-24 11:56:00,2023-02-24 12:37:00,40.608796,-73.82807,40.635956,-73.851114,3.93,16.4255,1.0,cash
2023-02-14 01:27:00,2023-02-14 02:13:00,40.79077,-73.957461,40.783785,-73.985636,3.2,16.16,1.0,credit_card
2023-02-03 05:59:00,2023-02-03 06:27:00,40.609659,-73.80818,40.593242,-73.803731,1.88,8.6022,1.0,credit_card
2023-02-05 01:39:00,2023-02-05 02:38:00,40.823434,-73.928499,40.837782,-73.918781,1.91,9.63,5.0,credit_card
2023-02-05 19:22:00,2023-02-05 19:31:00,40.741874,-74.048541,40.754619,-74.024851,2.97,15.670399999999999,3.0,credit_card
2023-01-01 17:59:00,2023-01-01 18:47:00,40.636526,-73.946787,40.664992,-73.973081,4.27,15.4546,4.0,credit_card
2023-03-02 00:00:00,2023-03-02 00:09:00,40.762791,-74.021337,40.738664,-74.027822,2.76,11.2572,4.0,cash
2023-02-17 11:27:00,2023-02-17 12:03:00,40.620032,-73.876736,40.642721,-73.89695,3.35,14.590100000000001,5.0,cash
2023-01-13 12:56:00,2023-01-13 13:06:00,40.796009,-73.948888,40.776549,-73.948756,2.15,14.679199999999998,4.0,credit_card
2023-01-02 21:55:00,2023-01-02 22:44:00,40.898826,-73.826003,40.913666,-73.841698,2.38,17.682299999999998,1.0,credit_card
2023-02-18 18:26:00,2023-02-18 19:18:00,40.830819,-73.875022,40.860545,-73.88036,3.33,15.139399999999998,3.0,credit_card
2023-02-04 17:10:00,2023-02-04 17:19:00,40.772132,-74.037384,40.756039,-74.045267,1.98,9.156799999999999,2.0,credit_card
2023-01-18 02:40:00,2023-01-18 03:23:00,40.630791,-73.938478,40.645321,-73.927078,2.04,12.3424,3.0,credit_card
2023-02-09 01:48:00,2023-02-09 01:55:00,40.80995,-73.878829,40.8264,-73.864315,2.42,9.1637,4.0,credit_card
2023-02-14 15:32:00,2023-02-14 16:20:00,40.79835,-73.849729,40.785208,-73.854249,1.53,13.7544,4.0,credit_card
2023-02-13 15:36:00,2023-02-13 15:43:00,40.614729,-74.013295,40.640003,-74.028655,3.26,11.371500000000001,5.0,cash
2023-01-31 07:08:00,2023-01-31 07:51:00,40.83769,-73.82251,40.81187,-73.804831,3.45,15.033199999999999,3.0,credit_card
2023-01-21 03:49:00,2023-01-21 04:07:00,40.755615,-73.929706,40.739348,-73.908829,2.92,18.645299999999995,4.0,credit_card
2023-02-03 08:58:00,2023-02-03 09:52:00,40.72776,-73.985978,40.715435,-73.983577,1.38,7.248500000000001,2.0,credit_card
2023-02-14 09:39:00,2023-02-14 10:08:00,40.836456,-73.768136,40.811859,-73.783161,3.18,14.4904,1.0,credit_card
2023-02-16 19:17:00,2023-02-16 19:39:00,40.723471,-74.025982,40.708186,-74.008948,2.52,17.93349,5.0,credit_card
2023-02-01 15:59:00,2023-02-01 16:13:00,40.744308,-73.724581,40.761538,-73.733218,2.13,13.7544,4.0,credit_card
2023-02-15 05:54:00,2023-02-15 06:23:00,40.654489,-73.802807,40.640523,-73.777685,3.17,12.01,5.0,credit_card
2023-02-16 07:48:00,2023-02-16 07:54:00,40.696396,-73.883543,40.696793,-73.89754,1.54,8.23,1.0,credit_card
2023-01-24 00:46:00,2023-01-24 00:58:00,40.85366,-74.046094,40.831781,-74.019678,3.78,13.864999999999998,1.0,credit_card
