,pickup_datetime,dropoff_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,trip_distance_miles,fare_amount,passenger_count,payment_type
17,2023-01-22 10:35:00,2023-01-22 10:40:00,40.652636,-73.947109,40.632078,-73.969827,3.38,14.33$,3.0,Cash
18,2023-02-27 16:06:00,2023-02-27 16:25:00,40.759465,-73.760015,40.771011,-73.782491,2.79,9.64£,3.0,Credit Card
19,2023-01-23 20:25:00,2023-01-23 20:33:00,40.759548,-73.921457,40.773368,-73.908066,2.12,7.43€,1.0,Cash
20,2023-02-15 03:46:00,2023-02-15 04:06:00,40.79032,-74.020828,40.787903,-73.992499,3.14,2236.07¥,1.0,Cash
21,2023-02-28 22:14:00,2023-02-28 22:19:00,40.85483,-73.981292,40.831889,-73.996617,3.04,10.91€,3.0,Credit Card
22,2023-02-28 11:20:00,2023-02-28 11:59:00,40.817337,-73.748869,40.830507,-73.754935,1.6,12.16$,5.0,Credit Card
23,2023-01-25 12:20:00,2023-01-25 13:05:00,40.783307,-73.70804,40.808126,-73.715577,2.86,,2.0,Credit Card
24,2023-01-10 17:26:00,2023-01-10 18:07:00,40.816733,-73.956206,40.808704,-73.970798,1.84,5.36£,3.0,Credit Card
25,2023-01-30 03:46:00,2023-01-30 03:52:00,40.696888,-73.813607,40.712412,-73.800845,2.22,1786.37¥,5.0,Credit Card
26,2023-02-18 15:03:00,2023-02-18 15:46:00,40.708537,-74.02158,40.723052,-74.035302,2.2,9.81€,3.0,Unknown
27,2023-02-16 15:55:00,2023-02-16 16:19:00,40.668479,-73.796787,40.641721,-73.795922,2.95,,4.0,Unknown
28,2023-02-26 05:43:00,2023-02-26 06:20:00,40.688114,-73.904247,40.661457,-73.926462,3.83,2896.65¥,4.0,Cash
29,2023-01-13 16:24:00,2023-01-13 16:45:00,40.789293,-73.728644,40.79989,-73.707766,2.58,12.75€,5.0,Credit Card
30,2023-01-26 22:16:00,2023-01-26 22:39:00,40.627631,-73.940962,40.647486,-73.92972,2.52,12.31€,3.0,Credit Card
31,2023-01-27 12:40:00,2023-01-27 13:40:00,40.73011,-73.720487,40.755344,-73.718161,2.79,15.55$,5.0, CREDIT CARD 
32,2023-02-17 08:34:00,2023-02-17 09:10:00,40.729259,-73.873863,40.707759,-73.867018,2.49,11.89$,1.0,Credit Card
33,2023-01-20 10:18:00,2023-01-20 10:22:00,40.748106,-73.927887,40.753109,-73.944425,,1511.9¥,5.0,Cash
34,2023-01-10 08:02:00,2023-01-10 08:40:00,40.727749,-73.823543,40.714672,-73.8029,2.7,8.23£,3.0,Cash
35,2023-01-19 11:35:00,2023-01-19 12:26:00,40.693678,-73.962589,40.67704,-73.985244,3.1,13.35$,4.0,Credit Card
36,2023-01-07 03:56:00,2023-01-07 04:19:00,40.727905,-73.969583,40.742209,-73.946714,2.97,11.5£,2.0,Credit Card
37,2023-02-22 04:48:00,2023-02-22 05:18:00,40.868017,-73.981279,40.862808,-73.97449,0.94,4.41£,5.0,Cash
38,2023-02-04 20:00:00,2023-02-04 20:38:00,40.883248,-73.714035,40.87951,-73.687613,2.94,8.67€,5.0,Credit Card
39,2023-01-22 20:44:00,2023-01-22 20:52:00,40.750551,-73.87748,40.771215,-73.89019,2.68,1556.87¥,4.0,Credit Card
40,2023-02-06 06:47:00,2023-02-06 07:12:00,40.787186,-73.786935,40.771507,-73.760812,3.36,18.08$,5.0,Credit Card
41,2023-02-18 18:30:00,2023-02-18 18:43:00,40.634686,-73.884103,40.636386,-73.875804,0.93,3.35£,4.0,Cash
42,2023-02-06 12:50:00,2023-02-06 13:09:00,40.695186,-73.844361,40.714848,-73.873762,3.9,2740.03¥,3.0,Credit Card
43,2023-01-09 02:36:00,2023-01-09 03:27:00,40.724448,-73.845551,40.702361,-73.869378,3.58,15.27€,4.0,Cash
44,2023-02-04 10:01:00,2023-02-04 10:29:00,40.859893,-73.70704,40.865664,-73.701468,0.88,5.72$,1.0,Credit Card
45,2023-02-05 13:34:00,2023-02-05 13:54:00,40.675137,-73.816048,40.695368,-73.840344,3.49,,1.0,Credit Card
46,2023-01-28 16:59:00,2023-01-28 17:31:00,40.74491,-73.966081,40.760778,-73.951208,2.4,12.97€,1.0,Credit Card
47,2023-02-15 16:32:00,2023-02-15 17:02:00,40.895668,-74.044681,40.918737,-74.034363,2.79,8.74£,3.0,Credit Card
48,2023-01-18 21:55:00,2023-01-18 22:49:00,40.755846,-73.973461,40.727799,-73.992221,3.72,2811.36¥,3.0,credit card
49,2023-01-27 08:53:00,2023-01-27 09:32:00,40.783868,-73.890568,40.795356,-73.882353,1.56,7.69£,5.0,Cash
50,,2029-02-05 06:15:00,40.636189,-73.912303,40.618425,-73.9083,2.01,0,4.0,Cash
51,2023-02-23 07:59:00,2023-02-23 08:45:00,40.847902,-73.765686,40.851323,-73.780906,1.72,12.17$,4.0,Credit Card
52,2023-02-10 11:48:00,2023-02-10 11:50:00,32.5995501673127,-96.45468698100875,34.07715046095001,-100.44362222521903,2.28,10.38€,1.0,Credit Card
53,2023-01-22 09:06:00,2023-01-22 09:41:00,40.76352,-74.018816,40.758732,-74.033738,1.73,8.37€,4.0,Credit Card
54,2023-01-31 19:01:00,2023-01-31 19:10:00,40.702829,-73.716796,40.715081,-73.694913,2.77,14.46€,4.0,Cash
55,2023-02-01 22:19:00,2023-02-01 22:29:00,40.691236,-73.86539,40.711661,-73.871616,2.35,11.67$,2.0,Cash
56,2023-02-15 02:29:00,2023-02-15 02:38:00,40.725107,-73.841259,40.75185,-73.841542,2.95,2084.1¥,1.0,Credit Card
57,2023-02-12 21:21:00,2023-02-12 22:08:00,40.80439,-73.90823,40.807096,-73.898551,1.11,6.84$,4.0,cash
58,2023-01-10 06:58:00,2023-01-10 07:01:00,40.862637,-73.822675,40.851603,-73.799697,2.81,239,5.0,Dispute
59,2023-01-03 02:32:00,2023-01-03 03:03:00,40.753127,-73.745036,40.746528,-73.747666,,1052.9¥,3.0,Credit Card
60,2023-02-19 00:47:00,2023-02-19 01:32:00,40.800794,-73.814122,40.82273,-73.804828,2.63,,4.0,Credit Card
61,2023-02-13 16:17:00,2023-02-13 16:56:00,40.775781,-73.710466,40.7602,-73.704655,1.83,1922.83¥,,Credit Card
62,2023-01-15 15:27:00,2023-01-15 16:07:00,40.787471,-73.804607,40.810467,-73.830278,3.8,17.01€,1.0,Credit Card
63,2023-01-13 14:54:00,2023-01-13 15:09:00,40.802407,-73.762398,40.775877,-73.754424,3.06,11.46£,5.0,Credit Card
64,2023-01-26 00:39:00,2023-01-26 00:42:00,40.852703,-74.034236,40.880982,-74.061454,4.33,14.37€,4.0,Cash
65,,2029-01-11 18:37:00,40.624958,-73.814556,40.602105,-73.814219,2.52,12.38€,2.0,Credit Card
66,2023-01-19 21:07:00,2023-01-19 21:44:00,40.829105,-73.820837,40.852108,-73.844445,3.64,12.5£,2.0,Credit Card
67,,2029-01-31 10:12:00,40.6731,-74.014389,40.675546,-74.007868,0.77,8.13€,1.0,Credit Card
68,,2029-01-31 10:12:00,40.6731,-74.014389,40.675546,-74.007868,0.77,8.13€,1.0,Credit Card
69,2023-01-11 18:11:00,2023-01-11 18:19:00,40.658267,-73.755164,40.661947,-73.741905,1.52,,2.0,Credit Card
70,2023-01-24 02:45:00,2023-01-24 02:56:00,40.771737,-73.83504,40.800576,-73.817893,3.7,16.12€,3.0,Credit Card
71,2023-01-24 02:45:00,2023-01-24 02:56:00,40.771737,-73.83504,40.800576,-73.817893,3.7,16.12€,3.0,Credit Card
72,2023-01-31 06:03:00,2023-01-31 07:01:00,40.628714,-74.015585,40.655795,-74.010184,3.05,8.68£,2.0,Credit Card
73,2023-01-22 12:45:00,2023-01-22 12:47:00,40.865598,-73.841937,40.883515,-73.812579,3.79,13.42$,5.0,Credit Card
74,,2029-02-05 21:56:00,40.788175,-73.882554,40.79727,-73.890961,1.37,5.95€,,Credit Card
75,,2026-02-06 02:11:00,40.817025,-73.968347,40.827687,-73.997667,3.44,12.9$,,Credit Card
76,2023-02-04 22:26:00,2023-02-04 22:33:00,40.604839,-74.043085,40.582847,-74.02398,3.21,1913.53¥,5.0,Credit Card
77,2023-02-04 22:26:00,2023-02-04 22:33:00,40.604839,-74.043085,40.582847,-74.02398,,1913.53¥,5.0,Credit Card
78,2023-01-19 20:00:00,2023-01-19 20:45:00,42.44802845676074,-73.40760644013383,32.28330648678387,-110.74106207750114,0.38,5.43€,5.0,Credit Card
79,2023-01-20 21:18:00,2023-01-20 21:33:00,49.083234693508736,-73.03372517435793,38.126808318363764,-90.80682205193403,0.55,6.49€,5.0,Credit Card
80,2023-02-03 11:55:00,2023-02-03 12:41:00,40.647688,-73.934752,40.623802,-73.913932,3.49,13.07$,5.0,Credit Card
81,2023-02-12 11:43:00,2023-02-12 12:40:00,40.645921,-73.942461,40.616601,-73.956741,3.6,2933.87¥,5.0,Credit Card
82,2023-02-26 01:39:00,2023-02-26 02:19:00,40.808659,-73.787108,40.779635,-73.797503,3.4,1932.13¥,5.0,credit card
83,2023-02-25 00:44:00,2023-02-25 01:22:00,40.69563,-73.784481,40.709878,-73.808679,3.1,9.7£,4.0,Credit Card
84,2023-02-27 23:06:00,2023-02-27 23:35:00,40.807591,-73.798432,40.804438,-73.787524,1.25,9.67€,4.0,Credit Card
85,2023-01-01 13:26:00,2023-01-01 14:16:00,40.766315,-74.014586,40.765749,-74.031807,1.9,12.62$,3.0,Credit Card
86,2023-03-01 19:58:00,2023-03-01 20:58:00,40.716685,-73.869342,40.701899,-73.848148,2.85,7.84£,1.0,Cash
87,2023-02-27 21:38:00,2023-02-27 22:03:00,40.87754,-73.85477,40.87999,-73.848154,0.78,1549.12¥,2.0,Cash
88,2023-02-20 16:26:00,2023-02-20 16:41:00,40.852501,-73.789318,40.830133,-73.764636,3.67,2108.91¥,3.0,Credit Card
89,2023-01-16 23:30:00,2023-01-16 23:57:00,40.707219,-73.733888,40.687032,-73.760228,3.66,14.39$,4.0,Credit Card
90,2023-03-01 06:43:00,2023-03-01 07:30:00,40.613077,-73.920836,40.632136,-73.891334,3.87,12.05€,5.0,Credit Card
91,2023-02-20 07:59:00,2023-02-20 08:22:00,40.69143,-73.899968,40.663076,-73.9061,3.2,10.82£,5.0,Credit Card
92,2023-01-26 00:28:00,2023-01-26 01:05:00,40.719456,-73.793531,40.744417,-73.790792,2.77,11.65£,1.0,Credit Card
93,2023-02-09 00:34:00,2023-02-09 01:32:00,40.811488,-73.818077,40.801779,-73.809453,1.43,9.75€,1.0,Cash
94,2023-01-08 08:41:00,2023-01-08 09:26:00,40.898608,-73.854746,40.924537,-73.855629,2.86,11.25£,2.0,Credit Card
95,2023-02-07 15:17:00,2023-02-07 15:42:00,40.706774,-73.927451,40.680596,-73.925778,2.89,10.2£,5.0,Credit Card
96,2023-02-11 23:07:00,2023-02-11 23:24:00,40.828764,-73.981627,40.817526,-73.986597,1.36,6.94€,4.0,Cash
97,2023-01-23 21:15:00,2023-01-23 21:53:00,40.777953,-73.985667,40.783543,-74.004454,2.16,8.42£,2.0,Credit Card
98,2023-01-04 00:36:00,2023-01-04 01:26:00,40.807511,-74.021446,40.833779,-73.993279,4.25,13.48€,,Credit Card
99,2023-01-10 16:58:00,2023-01-10 17:43:00,40.645338,-74.02158,40.620738,-74.003514,3.37,,2.0,Cash
100,2023-01-04 09:30:00,2023-01-04 10:00:00,40.719663,-73.753971,40.738214,-73.748097,2.15,1961.6¥,5.0,Credit Card
101,2023-02-02 03:25:00,2023-02-02 04:20:00,40.672257,-73.915715,40.679038,-73.94232,3.03,1969.35¥,4.0,No Charge
102,,2031-02-02 10:10:00,40.703037,-74.028741,40.711437,-74.005058,,12.28$,3.0,Cash
103,2023-02-15 16:33:00,2023-02-15 16:49:00,40.753938,-73.736251,40.783477,-73.761607,4.29,13.93£,2.0,Credit Card
104,2023-02-02 20:24:00,2023-02-02 21:12:00,40.799987,-73.971855,40.789252,-73.954924,2.21,12.2$,3.0,CREDIT CARD
105,2023-02-02 20:24:00,2023-02-02 21:12:00,40.799987,-73.971855,40.789252,-73.954924,2.21,12.2$,3.0,Credit Card
106,2023-01-24 14:28:00,2023-01-24 15:07:00,40.631773,-73.956156,40.623384,-73.982627,3.06,8.13£,2.0,Credit Card
107,2023-02-24 00:31:00,2023-02-24 01:12:00,41.403872434850285,-116.09698309966642,33.39187673048345,-107.69467863073301,1.75,11.69$,2.0,Cash
108,2023-01-13 21:19:00,2023-01-13 22:12:00,40.696594,-73.711375,40.704099,-73.6907,2.43,9.42£,4.0,Credit Card
109,2023-01-02 17:09:00,2023-01-02 17:53:00,40.798469,-74.010611,40.787174,-74.013626,1.29,5.65£,4.0,Credit Card
110,2023-02-23 12:03:00,2023-02-23 12:41:00,40.853952,-73.797243,40.866331,-73.793968,1.41,5.89£,1.0,Credit Card
111,2023-01-25 23:08:00,2023-01-25 23:52:00,40.765977,-73.723769,40.740905,-73.703514,3.55,2726.08¥,,Credit Card
112,2023-01-16 07:23:00,2023-01-16 07:30:00,40.856336,-73.8162,40.838024,-73.787958,3.71,15.21€,3.0,Credit Card
113,2023-01-11 20:37:00,2023-01-11 20:40:00,40.715451,-73.749446,40.686246,-73.77838,4.53,2312.05¥,1.0,Credit Card
114,2023-01-13 19:29:00,2023-01-13 20:05:00,40.695036,-73.965144,40.710014,-73.987356,2.95,13.77€,2.0,Cash
115,2023-01-13 00:05:00,2023-01-13 01:01:00,40.706279,-73.814125,40.733153,-73.792276,3.82,14.04£,3.0,Credit Card
116,2023-01-03 18:45:00,2023-01-03 19:38:00,40.651325,-73.804695,40.667447,-73.793982,2.13,1452.98¥,1.0,Credit Card
117,2023-02-27 08:13:00,2023-02-27 08:34:00,40.848734,-73.889584,40.829106,-73.903242,2.64,11.92€,5.0,Cash
118,2023-01-27 00:02:00,2023-01-27 00:15:00,37.06902302905335,-85.2779277890912,40.037654181957215,-92.42213699719656,,1457.63¥,4.0,Cash
119,2023-02-18 04:57:00,2023-02-18 05:25:00,40.765711,-73.806965,40.775982,-73.830294,2.81,2401.99¥,5.0,Credit Card
120,2023-02-25 12:05:00,2023-02-25 13:02:00,40.773565,-73.736793,40.762132,-73.765072,3.36,14.88$,2.0,Unknown
121,2023-02-15 20:52:00,2023-02-15 20:55:00,40.75646,-73.786378,40.750869,-73.772459,1.65,10.56$,3.0,Credit Card
122,2023-02-04 11:36:00,2023-02-04 12:06:00,40.600806,-73.867898,40.586155,-73.854454,2.19,9.07$,3.0,Credit Card
123,2023-02-04 16:16:00,2023-02-04 17:13:00,40.896504,-73.875459,40.898557,-73.863802,1.31,8.9$,5.0,Cash
124,2023-01-04 10:47:00,2023-01-04 11:45:00,40.871602,-73.891195,40.893771,-73.868128,3.53,16.55€,4.0,Cash
125,2023-02-25 08:58:00,2023-02-25 09:49:00,40.662291,-74.042424,40.646672,-74.055225,2.23,1925.93¥,3.0,CREDIT CARD
126,2023-01-30 22:55:00,2023-01-30 23:07:00,40.687747,-73.862701,40.689519,-73.867283,0.54,1524.31¥,3.0,No Charge
127,2023-02-01 19:50:00,2023-02-01 19:54:00,40.756003,-73.901959,40.765903,-73.916925,,8.7€,4.0,Cash
128,2023-02-23 00:34:00,2023-02-23 00:37:00,40.870573,-73.994863,40.840968,-73.987345,3.37,12.98£,1.0,Credit Card
129,2023-02-28 05:21:00,2023-02-28 05:24:00,40.895089,-74.008326,40.880268,-74.000105,1.87,2087.2¥,5.0,Credit Card
130,2023-02-08 14:19:00,2023-02-08 15:11:00,40.677263,-73.892727,40.681299,-73.89826,0.76,8.88$,4.0,Cash
131,2023-02-27 06:59:00,2023-02-27 07:59:00,40.769308,-74.03603,40.78882,-74.009923,3.59,11.49£,3.0,Cash
132,2023-01-08 13:46:00,2023-01-08 14:21:00,32.84997337122812,-71.8668529667691,38.855191307005576,-115.82547014839301,1.8,1809.63¥,5.0,Cash
133,2023-02-10 18:24:00,2023-02-10 18:54:00,40.718311,-73.917658,40.742242,-73.892599,3.82,2285.69¥,5.0,Credit Card
134,2023-01-24 02:03:00,2023-01-24 02:11:00,40.819322,-73.916262,40.838796,-73.902434,2.63,1974.0¥,1.0,Credit Card
135,2023-01-17 11:03:00,2023-01-17 11:31:00,40.648321,-74.032106,40.641965,-74.005787,2.99,1756.91¥,5.0,Credit Card
136,2023-02-15 03:08:00,2023-02-15 03:12:00,40.78021,-73.900665,40.799018,-73.885203,2.69,14.73$,4.0,Cash
137,2023-02-21 13:31:00,2023-02-21 13:39:00,40.859759,-74.044489,40.880714,-74.061008,2.94,2417.49¥,1.0,Cash
138,2023-02-28 20:03:00,2023-02-28 20:50:00,40.895056,-74.039467,40.881956,-74.028087,1.91,9.32£,,cash
139,2023-01-21 00:51:00,2023-01-21 01:06:00,40.62381,-73.931315,40.600719,-73.947009,3.08,14.67€,3.0,Credit Card
140,2023-01-30 07:54:00,2023-01-30 08:33:00,40.728504,-73.762661,40.704559,-73.775224,2.98,2433.0¥,4.0,Credit Card
141,2023-03-01 21:41:00,2023-03-01 22:33:00,46.569302495567236,-115.62895548464266,47.13242612523776,-112.21937645616589,3.12,13.39$,5.0,Credit Card
142,2023-01-18 02:19:00,2023-01-18 02:31:00,45.710733299648425,-119.4406296739505,36.90140979834898,-80.88011697399827,0.04,4.45€,2.0,Credit Card
143,2023-01-02 06:59:00,2023-01-02 07:06:00,40.764329,-73.992873,40.774616,-73.996832,1.22,9.11€,3.0,Credit Card
144,2023-01-18 17:35:00,2023-01-18 17:51:00,40.627998,-73.791027,40.621401,-73.766599,2.79,11.85£,5.0,Credit Card
145,2023-01-18 11:30:00,2023-01-18 11:36:00,40.689058,-73.791597,40.705873,-73.786009,1.95,12.93$,2.0,Credit Card
146,,2031-01-12 05:55:00,40.878275,-73.785917,40.897728,-73.794331,2.34,11.3€,4.0,Credit Card
147,2023-01-30 03:28:00,2023-01-30 03:37:00,40.770701,-73.926916,40.794253,-73.919515,2.72,11.27€,5.0,Credit Card
148,2023-01-27 12:20:00,2023-01-27 13:08:00,40.737224,-73.926703,40.74573,-73.936211,,8.14£,2.0,Credit Card
149,2023-01-18 14:34:00,2023-01-18 14:45:00,40.826058,-73.769274,40.849585,-73.749094,3.42,12.3£,4.0,Credit Card
150,2023-01-18 14:34:00,2023-01-18 14:45:00,40.826058,-73.769274,40.849585,-73.749094,3.42,254,4.0,Credit Card
151,2023-02-14 07:00:00,2023-02-14 07:10:00,40.822559,-73.910652,40.84457,-73.935307,3.65,18.86$,2.0,Credit Card
152,2023-02-14 12:14:00,2023-02-14 12:37:00,40.614574,-73.795483,40.600872,-73.81236,2.4,13.88$,4.0,credit card
153,2023-01-28 03:46:00,2023-01-28 04:20:00,40.812609,-73.846607,40.817922,-73.870964,2.75,8.81£,1.0,Unknown
154,2023-02-20 01:46:00,2023-02-20 02:21:00,40.851773,-73.92248,40.837503,-73.900451,2.89,14.54$,4.0,Unknown
155,2023-02-26 15:45:00,2023-02-26 15:57:00,40.649781,-74.021998,40.658051,-74.035674,1.76,10.13£,1.0,Cash
156,2023-02-26 15:47:00,2023-02-26 16:40:00,40.834299,-74.009356,40.858128,-73.979672,4.2,14.09€,2.0,Credit Card
157,2023-02-06 05:21:00,2023-02-06 06:02:00,40.685961,-73.738654,40.684949,-73.75954,2.31,6.87£,,Dispute
158,2023-02-15 00:14:00,2023-02-15 01:10:00,40.691941,-73.891681,40.711415,-73.902231,2.44,8.76€,4.0,Credit Card
159,,2030-02-01 01:14:00,40.799578,-73.702098,40.770605,-73.678499,4.12,12.66€,5.0,Credit Card
160,2023-01-29 13:56:00,2023-01-29 14:21:00,40.633418,-73.922636,40.655446,-73.914513,2.59,1829.79¥,3.0,Credit Card
161,2023-01-09 06:34:00,2023-01-09 07:05:00,40.799462,-73.962516,40.826114,-73.962828,2.94,12.51$,3.0,Credit Card
162,2023-01-10 07:48:00,2023-01-10 08:20:00,40.866357,-73.927311,40.855161,-73.947482,2.54,1642.16¥,4.0,Credit Card
163,2023-02-16 12:50:00,2023-02-16 13:22:00,40.808893,-73.92992,40.821472,-73.912464,2.37,2215.91¥,3.0,credit card
164,2023-02-16 12:50:00,2023-02-16 13:22:00,40.808893,-73.92992,40.821472,-73.912464,2.37,2215.91¥,3.0,Credit Card
165,2023-01-14 13:56:00,2023-01-14 14:22:00,40.732098,-73.826925,40.751252,-73.836944,2.38,0,1.0,Credit Card
166,2023-01-05 12:41:00,2023-01-05 13:22:00,40.731464,-74.045542,40.70892,-74.030355,3.0,,1.0,Dispute
167,2023-02-13 20:38:00,2023-02-13 21:21:00,40.829529,-73.782856,40.824396,-73.777888,0.79,1314.97¥,3.0,Credit Card
168,2023-01-03 21:44:00,2023-01-03 21:59:00,40.769693,-73.904255,40.752088,-73.897255,2.09,10.06€,3.0,Credit Card
169,2023-01-24 12:15:00,2023-01-24 13:15:00,40.625471,-73.898716,40.640265,-73.909199,2.0,6.5€,5.0,Credit Card
170,2023-01-15 19:01:00,2023-01-15 19:45:00,40.774801,-73.88161,40.769156,-73.907107,2.88,14.97€,1.0,Credit Card
171,2023-01-22 07:39:00,2023-01-22 08:08:00,40.844453,-73.892776,40.814461,-73.887056,3.37,14.36£,1.0,Credit Card
172,2023-01-23 10:03:00,2023-01-23 10:38:00,40.70112,-73.875885,40.686878,-73.861275,2.25,11.26€,1.0,Credit Card
173,2023-02-06 16:11:00,2023-02-06 16:56:00,40.878273,-73.928933,40.860471,-73.92437,2.03,13.44$,1.0,Credit Card
174,2023-01-01 07:05:00,2023-01-01 07:59:00,40.825215,-73.891329,40.799701,-73.885259,2.89,13.34€,2.0,Credit Card
175,2023-01-04 00:22:00,2023-01-04 00:59:00,40.772219,-73.908372,40.774068,-73.896527,1.32,9.91$,3.0,Credit Card
176,2023-02-15 13:48:00,2023-02-15 13:55:00,40.825493,-73.868615,40.81571,-73.895927,3.2,13.23$,3.0,Cash
177,2023-01-11 13:01:00,2023-01-11 13:38:00,40.623745,-73.831856,40.606881,-73.848435,2.61,13.88$,4.0,Cash
178,2023-02-25 01:02:00,2023-02-25 01:29:00,40.857817,-73.965636,40.884017,-73.958804,2.99,10.26£,5.0,Cash
179,2023-01-27 01:13:00,2023-01-27 01:16:00,40.846451,-73.872047,40.835878,-73.89391,,1687.13¥,2.0,Credit Card
180,2023-01-10 01:47:00,2023-01-10 02:24:00,40.872961,-73.841882,40.850624,-73.855665,2.89,2146.13¥,2.0,Dispute
181,2023-02-14 23:40:00,2023-02-15 00:07:00,40.638589,-74.044068,40.63998,-74.071367,3.01,9.72€,2.0,Credit Card
182,2023-02-19 02:05:00,2023-02-19 02:44:00,40.624534,-73.867827,40.648074,-73.88491,3.21,,2.0,Cash
183,2023-01-28 12:37:00,2023-01-28 13:26:00,40.641525,-73.966247,40.658202,-73.995551,3.72,15.99$,5.0,Unknown
184,2023-01-23 09:55:00,2023-01-23 09:59:00,40.719814,-73.908412,40.698705,-73.889313,3.14,0,1.0,Credit Card
185,,2028-02-07 21:37:00,40.727292,-73.760714,40.715231,-73.755449,1.45,1783.27¥,2.0,Credit Card
186,2023-02-26 12:01:00,2023-02-26 12:12:00,40.768666,-73.935818,40.752896,-73.933016,1.77,5.76£,2.0,Credit Card
187,2023-02-02 20:33:00,2023-02-02 21:12:00,40.636673,-73.880874,40.662331,-73.910537,4.33,13.48$,1.0,Credit Card
188,2023-01-10 13:47:00,2023-01-10 14:28:00,40.66042,-74.041341,40.647177,-74.020333,2.74,13.12€,5.0,Credit Card
189,2023-01-11 12:17:00,2023-01-11 12:47:00,40.843493,-73.941937,40.823656,-73.971933,3.97,2988.14¥,2.0,Cash
190,2023-02-05 09:03:00,2023-02-05 09:35:00,40.740396,-73.826098,40.737703,-73.808859,1.92,7.67€,5.0,Cash
191,2023-02-04 14:15:00,2023-02-04 14:45:00,40.842381,-73.939693,40.849088,-73.956556,2.0,8.71€,4.0,Credit Card
192,2023-02-01 11:37:00,2023-02-01 12:32:00,40.602228,-73.977971,40.581739,-73.958759,3.1,13.25$,1.0,Credit Card
193,2023-02-16 06:02:00,2023-02-16 06:15:00,40.765478,-73.948271,40.736948,-73.970523,3.99,16.44€,1.0,Credit Card
194,2023-01-24 18:04:00,2023-01-24 18:13:00,40.87958,-73.715968,40.855266,-73.713127,2.7,14.67$,5.0,Credit Card
195,2023-02-06 23:24:00,2023-02-06 23:46:00,40.774653,-74.019619,40.78371,-74.047852,3.27,15.94€,3.0,Credit Card
196,2023-02-03 18:39:00,2023-02-03 19:14:00,40.661829,-73.887825,40.641636,-73.884546,2.26,1966.25¥,3.0,Credit Card
197,2023-02-08 13:36:00,2023-02-08 13:53:00,40.815327,-74.029565,40.800858,-74.051584,2.91,2200.4¥,4.0,Credit Card
198,2023-01-05 12:28:00,2023-01-05 12:53:00,40.713696,-73.86147,40.724239,-73.843103,2.34,1592.54¥,5.0,Credit Card
199,2023-02-16 20:35:00,2023-02-16 20:59:00,40.800515,-73.998887,40.822797,-74.014713,3.01,11.66€,5.0,Credit Card
200,2023-02-24 11:56:00,2023-02-24 12:37:00,40.608796,-73.82807,40.635956,-73.851114,3.93,12.35£,,Cash
201,2023-02-14 01:27:00,2023-02-14 02:13:00,40.79077,-73.957461,40.783785,-73.985636,3.2,16.16$,,Credit Card
